name,rarity,planType,category,stamina,forceStamina,costType,costValue,playProduceExamTriggerId,playMovePositionType,moveEffectTriggerType,moveProduceExamEffectIds,isEndTurnLost,isInitial,isRestrict,produceCardStatusEnchantId,searchTag,libraryHidden,noDeckDuplication,unlockProducerLevel,rentalUnlockProducerLevel,evaluation,originIdolCardId,originSupportCardId,isInitialDeckProduceCard,effectGroupIds,viewStartTime,isLimited,order,produceExamTriggerId1,produceExamEffectId1,hideIcon1,produceExamTriggerId2,produceExamEffectId2,hideIcon2,produceExamTriggerId3,produceExamEffectId3,hideIcon3,produceExamTriggerId4,produceExamEffectId4,hideIcon4
純白の妖精+++,SR,ロジック,アクティブ,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kllj-2-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_review-000']",0,False,38020010000022,,e_effect-exam_review-0002,False,,e_effect-exam_lesson_depend_exam_review-1600-01,False,,,,,,
いっしょけんめい,SR,ロジック,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-kcna-2-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,38020010000024,,e_effect-exam_block-0001,False,,e_effect-exam_card_play_aggressive-0005,False,,,,,,
いっしょけんめい+,SR,ロジック,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-kcna-2-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,38020010000024,,e_effect-exam_block-0004,False,,e_effect-exam_card_play_aggressive-0006,False,,,,,,
いっしょけんめい++,SR,ロジック,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kcna-2-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,38020010000024,,e_effect-exam_block-0004,False,,e_effect-exam_card_play_aggressive-0007,False,,,,,,
いっしょけんめい+++,SR,ロジック,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kcna-2-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,38020010000024,,e_effect-exam_block-0007,False,,e_effect-exam_card_play_aggressive-0007,False,,,,,,
打倒お姉ちゃん,SR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-hume-2-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000']",0,False,38020010030083,,e_effect-exam_block-0003,False,,e_effect-exam_lesson_depend_block-1000-01,False,,,,,,
打倒お姉ちゃん+,SR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-hume-2-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000']",0,False,38020010030083,,e_effect-exam_block-0003,False,,e_effect-exam_lesson_depend_block-1400-01,False,,,,,,
打倒お姉ちゃん++,SR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hume-2-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000']",0,False,38020010030083,,e_effect-exam_block-0003,False,,e_effect-exam_lesson_depend_block-1600-01,False,,,,,,
打倒お姉ちゃん+++,SR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hume-2-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000']",0,False,38020010030083,,e_effect-exam_block-0004,False,,e_effect-exam_lesson_depend_block-1800-01,False,,,,,,
よそ見はダメ♪,SSR,ロジック,メンタル,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-fktn-3-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,48020010000015,,e_effect-exam_block-0002,False,,e_effect-exam_review-0007,False,,,,,,
よそ見はダメ♪+,SSR,ロジック,メンタル,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-fktn-3-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,48020010000015,,e_effect-exam_block-0004,False,,e_effect-exam_review-0009,False,,,,,,
よそ見はダメ♪++,SSR,ロジック,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-fktn-3-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,48020010000015,,e_effect-exam_block-0004,False,,e_effect-exam_review-0009,False,,,,,,
よそ見はダメ♪+++,SSR,ロジック,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-fktn-3-000,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,48020010000015,,e_effect-exam_block-0004,False,,e_effect-exam_review-0009,False,,,,,,
本気の趣味,SSR,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-shro-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010000018,,e_effect-exam_block-0005,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_block-0004,False,,,,,,
本気の趣味+,SSR,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-shro-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010000018,,e_effect-exam_block-0007,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_block-0007,False,,,,,,
本気の趣味++,SSR,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-shro-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010000018,,e_effect-exam_block-0008,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_block-0008,False,,,,,,
本気の趣味+++,SSR,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-shro-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010000018,,e_effect-exam_block-0010,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_block-0009,False,,,,,,
もう怖くないから,SSR,ロジック,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-kllj-3-000,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_review-000']",0,False,48020010000019,,e_effect-exam_review-0003,False,,e_effect-exam_status_enchant-inf-enchant-p_card-02-ido-3_019-enc01,False,,,,,,
もう怖くないから+,SSR,ロジック,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-kllj-3-000,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_review-000']",0,False,48020010000019,,e_effect-exam_review-0004,False,,e_effect-exam_status_enchant-inf-enchant-p_card-02-ido-3_019-enc01,False,,,,,,
もう怖くないから++,SSR,ロジック,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kllj-3-000,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_review-000']",0,False,48020010000019,,e_effect-exam_review-0004,False,,e_effect-exam_status_enchant-inf-enchant-p_card-02-ido-3_019-enc01,False,,,,,,
もう怖くないから+++,SSR,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kllj-3-000,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_review-000']",0,False,48020010000019,,e_effect-exam_review-0004,False,,e_effect-exam_status_enchant-inf-enchant-p_card-02-ido-3_019-enc01,False,,,,,,
お嬢様の晴れ舞台,SSR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-kcna-3-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,48020010000021,,e_effect-exam_block-0002,False,,e_effect-exam_lesson_depend_block-1000-01,False,,e_effect-exam_card_play_aggressive-0002,False,,,
お嬢様の晴れ舞台+,SSR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-kcna-3-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,48020010000021,,e_effect-exam_block-0005,False,,e_effect-exam_lesson_depend_block-1200-01,False,,e_effect-exam_card_play_aggressive-0003,False,,,
お嬢様の晴れ舞台++,SSR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kcna-3-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,48020010000021,,e_effect-exam_block-0008,False,,e_effect-exam_lesson_depend_block-1300-01,False,,e_effect-exam_card_play_aggressive-0003,False,,,
お嬢様の晴れ舞台+++,SSR,ロジック,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-kcna-3-000,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,48020010000021,,e_effect-exam_block-0011,False,,e_effect-exam_lesson_depend_block-1400-01,False,,e_effect-exam_card_play_aggressive-0003,False,,,
絡まる想い,SSR,ロジック,メンタル,8,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,デッキ内1枚,0,0,1,i_card-ttmr-3-001,,False,['effect_group-visible-exam_review-000'],1716343200000,False,48020010020022,,e_effect-exam_review-0008,False,,,,,,,,,
絡まる想い+,SSR,ロジック,メンタル,8,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,デッキ内1枚,0,0,5,i_card-ttmr-3-001,,False,['effect_group-visible-exam_review-000'],1716343200000,False,48020010020022,,e_effect-exam_review-0010,False,,,,,,,,,
絡まる想い++,SSR,ロジック,メンタル,8,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,デッキ内1枚,0,0,0,i_card-ttmr-3-001,,False,['effect_group-visible-exam_review-000'],1716343200000,False,48020010020022,,e_effect-exam_review-0011,False,,,,,,,,,
絡まる想い+++,SSR,ロジック,メンタル,7,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,デッキ内1枚,0,0,0,i_card-ttmr-3-001,,False,['effect_group-visible-exam_review-000'],1716343200000,False,48020010020022,,e_effect-exam_review-0012,False,,,,,,,,,
おっきなおにぎり,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-hume-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010030067,,e_effect-exam_block_per_use_card_count-0002-0005,False,,,,,,,,,
おっきなおにぎり+,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-hume-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010030067,,e_effect-exam_block_per_use_card_count-0002-0008,False,,,,,,,,,
おっきなおにぎり++,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hume-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010030067,,e_effect-exam_block_per_use_card_count-0002-0009,False,,,,,,,,,
おっきなおにぎり+++,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hume-3-000,,False,['effect_group-visible-exam_block-000'],0,False,48020010030067,,e_effect-exam_block_per_use_card_count-0002-0010,False,,,,,,,,,
POW！,SSR,ロジック,アクティブ,0,5,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-hski-3-001,,False,['effect_group-visible-exam_lesson-000'],0,False,48020010060068,,e_effect-exam_lesson_depend_exam_review-2500-01,False,,,,,,,,,
POW！+,SSR,ロジック,アクティブ,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-hski-3-001,,False,['effect_group-visible-exam_lesson-000'],0,False,48020010060068,,e_effect-exam_lesson_depend_exam_review-2600-01,False,,,,,,,,,
POW！++,SSR,ロジック,アクティブ,0,2,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hski-3-001,,False,['effect_group-visible-exam_lesson-000'],0,False,48020010060068,,e_effect-exam_lesson_depend_exam_review-2600-01,False,,,,,,,,,
POW！+++,SSR,ロジック,アクティブ,0,2,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-hski-3-001,,False,['effect_group-visible-exam_lesson-000'],0,False,48020010060068,,e_effect-exam_lesson_depend_exam_review-2900-01,False,,,,,,,,,
昼下がりのそよ風,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-ssmk-3-001,,False,['effect_group-visible-exam_card_play_aggressive-000'],0,False,48020010080069,,e_effect-exam_card_play_aggressive-0007,False,e_trigger-exam_card_play-card_play_aggressive_up-6,e_effect-exam_card_play_aggressive-0003,False,,,,,,
昼下がりのそよ風+,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,5,i_card-ssmk-3-001,,False,['effect_group-visible-exam_card_play_aggressive-000'],0,False,48020010080069,,e_effect-exam_card_play_aggressive-0008,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_card_play_aggressive-0005,False,,,,,,
昼下がりのそよ風++,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-ssmk-3-001,,False,['effect_group-visible-exam_card_play_aggressive-000'],0,False,48020010080069,,e_effect-exam_card_play_aggressive-0009,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_card_play_aggressive-0006,False,,,,,,
昼下がりのそよ風+++,SSR,ロジック,メンタル,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,i_card-ssmk-3-001,,False,['effect_group-visible-exam_card_play_aggressive-000'],0,False,48020010080069,,e_effect-exam_card_play_aggressive-0010,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_card_play_aggressive-0007,False,,,,,,
目線の基本,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,False,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,12020010000011,,e_effect-exam_block-0001,False,,e_effect-exam_review-0002,False,,,,,,
目線の基本+,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,False,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,12020010000011,,e_effect-exam_block-0002,False,,e_effect-exam_review-0003,False,,,,,,
目線の基本++,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,True,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,12020010000011,,e_effect-exam_block-0004,False,,e_effect-exam_review-0003,False,,,,,,
目線の基本+++,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,True,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,12020010000011,,e_effect-exam_block-0006,False,,e_effect-exam_review-0003,False,,,,,,
意識の基本,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,False,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,12020010000012,,e_effect-exam_block-0001,False,,e_effect-exam_card_play_aggressive-0002,False,,,,,,
意識の基本+,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,False,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,12020010000012,,e_effect-exam_block-0002,False,,e_effect-exam_card_play_aggressive-0003,False,,,,,,
意識の基本++,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,True,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,12020010000012,,e_effect-exam_block-0004,False,,e_effect-exam_card_play_aggressive-0003,False,,,,,,
意識の基本+++,N,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,starter,True,,0,0,0,,,True,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,12020010000012,,e_effect-exam_block-0007,False,,e_effect-exam_card_play_aggressive-0003,False,,,,,,
リズミカル,R,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,2,1,10,,,False,['effect_group-visible-exam_block-000'],0,False,22020020000006,,e_effect-exam_block-0006,False,,,,,,,,,
リズミカル+,R,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,2,1,13,,,False,['effect_group-visible-exam_block-000'],0,False,22020020000006,,e_effect-exam_block-0008,False,,,,,,,,,
リズミカル++,R,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,2,1,0,,,False,['effect_group-visible-exam_block-000'],0,False,22020020000006,,e_effect-exam_block-0010,False,,,,,,,,,
リズミカル+++,R,ロジック,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,2,1,0,,,False,['effect_group-visible-exam_block-000'],0,False,22020020000006,,e_effect-exam_block-0012,False,,,,,,,,,
励まし,R,ロジック,メンタル,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,19,15,15,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020190000009,,e_effect-exam_card_play_aggressive-0003,False,e_trigger-exam_card_play-card_play_aggressive_up-6,e_effect-exam_review-0004,False,,,,,,
励まし+,R,ロジック,メンタル,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,19,15,20,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020190000009,,e_effect-exam_card_play_aggressive-0004,False,e_trigger-exam_card_play-card_play_aggressive_up-6,e_effect-exam_review-0005,False,,,,,,
励まし++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,19,15,0,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020190000009,,e_effect-exam_card_play_aggressive-0004,False,e_trigger-exam_card_play-card_play_aggressive_up-6,e_effect-exam_review-0005,False,,,,,,
励まし+++,R,ロジック,メンタル,1,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,19,15,0,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020190000009,,e_effect-exam_card_play_aggressive-0004,False,e_trigger-exam_card_play-card_play_aggressive_up-6,e_effect-exam_review-0005,False,,,,,,
リスタート,R,ロジック,メンタル,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,10,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020010000030,,e_effect-exam_block-0002,False,,e_effect-exam_review-0003,False,,,,,,
リスタート+,R,ロジック,メンタル,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,13,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020010000030,,e_effect-exam_block-0002,False,,e_effect-exam_review-0004,False,,,,,,
リスタート++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020010000030,,e_effect-exam_block-0002,False,,e_effect-exam_review-0004,False,,,,,,
リスタート+++,R,ロジック,メンタル,1,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020010000030,,e_effect-exam_block-0003,False,,e_effect-exam_review-0004,False,,,,,,
えいえいおー,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,10,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020010000031,,e_effect-exam_block-0001,False,,e_effect-exam_card_play_aggressive-0003,False,,,,,,
えいえいおー+,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,13,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020010000031,,e_effect-exam_block-0002,False,,e_effect-exam_card_play_aggressive-0004,False,,,,,,
えいえいおー++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020010000031,,e_effect-exam_block-0004,False,,e_effect-exam_card_play_aggressive-0004,False,,,,,,
えいえいおー+++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020010000031,,e_effect-exam_block-0006,False,,e_effect-exam_card_play_aggressive-0004,False,,,,,,
思い出し笑い,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,4,1,15,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020040000032,,e_effect-exam_review-0003,False,e_trigger-exam_card_play-review_up-3,e_effect-exam_card_play_aggressive-0002,False,,,,,,
思い出し笑い+,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,4,1,20,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020040000032,,e_effect-exam_review-0004,False,e_trigger-exam_card_play-review_up-3,e_effect-exam_card_play_aggressive-0003,False,,,,,,
思い出し笑い++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,4,1,0,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020040000032,,e_effect-exam_review-0004,False,e_trigger-exam_card_play-review_up-1,e_effect-exam_card_play_aggressive-0003,False,,,,,,
思い出し笑い+++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,4,1,0,,,False,"['effect_group-visible-exam_review-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,22020040000032,,e_effect-exam_review-0004,False,e_trigger-exam_card_play-review_up-1,e_effect-exam_card_play_aggressive-0004,False,,,,,,
パステル気分,R,ロジック,メンタル,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,9,5,15,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020090000033,,e_effect-exam_block-0005,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_review-0003,False,,,,,,
パステル気分+,R,ロジック,メンタル,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,9,5,20,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020090000033,,e_effect-exam_block-0007,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_review-0004,False,,,,,,
パステル気分++,R,ロジック,メンタル,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,9,5,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020090000033,,e_effect-exam_block-0007,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_review-0004,False,,,,,,
パステル気分+++,R,ロジック,メンタル,1,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,9,5,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_review-000']",0,False,22020090000033,,e_effect-exam_block-0007,False,e_trigger-exam_card_play-card_play_aggressive_up-3,e_effect-exam_review-0004,False,,,,,,
ワクワクが止まらない,SR,ロジック,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,18,15,35,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_card_play_aggressive-000']",0,False,32020180000004,,e_effect-exam_card_play_aggressive-0003,False,,e_effect-exam_status_enchant-inf-enchant-p_card-02-men-2_004-enc01,False,,,,,,
